dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi Lsyno
Contig10091 6 0 5 0 0 0 1 0 0 0 -9 0 0 0 0.0054348 0 0 0 0.0059289 0 0 0 -0.6123711 0 0.0570652 0 0.0543478 0 0.9195402 0 NaN 92
Contig10093 28 0 20 0 5 0 3 0 0 0 8 0 0.0166667 0 0.0107843 0 0.0160428 0 0.0096257 0 0.3718608 0 1.0897616 0 0.1352941 0 0.1215686 0 0.8350168 0 NaN 170
Contig10094 16 0 14 0 2 0 0 0 0 0 -9 0 0.0067437 0 0 0 0.0063058 0 0 0 0.5915791 0 0 0 0.0852601 0 0.0818882 0 0.9327846 0 NaN 173
Contig1010 50 0 19 0 11 0 20 0 0 0 21 0 0.0182876 0 0.0274314 0 0.0149626 0 0.0272047 0 2.2330821 0 0.0854298 0 0.0798005 0 0.056941 0 0.5873526 0 NaN 401
Contig10108 19 0 14 0 3 0 2 0 0 0 7 0 0.0287356 0 0.0172414 0 0.0282132 0 0.0188088 0 0.1676555 0 -0.7098949 0 0.2672414 0 0.2442529 0 0.8585858 0 NaN 58
Contig10111 13 0 3 0 6 0 4 0 0 0 -9 0 0.0416667 0 0.0263158 0 0.0430622 0 0.0287081 0 -0.3144577 0 -0.7801223 0 0.0756579 0 0.0416667 0 0.4119241 0 NaN 76
Contig10114 29 0 21 0 0 0 8 0 0 0 11 0 0 0 0.0235507 0 0 0 0.0237154 0 0 0 -0.068672 0 0.1304348 0 0.1186594 0 0.8520325 0 NaN 184
Contig10125 50 0 21 0 22 0 7 0 0 0 19 0 0.0341644 0 0.0096953 0 0.033241 0 0.0105767 0 0.285412 0 -0.8173354 0 0.0907202 0 0.0687904 0 0.6418955 0 NaN 361
Contig10126 31 0 24 0 1 0 6 0 0 0 15 0 0.0019102 0 0.0105062 0 0.0015629 0 0.0093774 0 1.6329906 0 1.1679871 0 0.0773639 0 0.0711557 0 0.86754 0 NaN 349
Contig10134 22 0 6 0 5 0 11 0 0 0 6 0 0.0163599 0 0.0337423 0 0.0167317 0 0.0368098 0 -0.2124918 0 -0.8374057 0 0.0812883 0 0.0562372 0 0.5619413 0 NaN 163
Contig10135 12 0 9 0 0 0 3 0 0 0 -9 0 0 0 0.0113636 0 0 0 0.0123967 0 0 0 -0.7544498 0 0.0814394 0 0.0757576 0 0.8839779 0 NaN 132
Contig1014 42 0 34 0 4 0 4 0 0 0 10 0 0.029304 0 0.0238095 0 0.023976 0 0.023976 0 2.0803261 0 -0.0650096 0 0.4093406 0 0.3827839 0 0.8917333 0 NaN 91
Contig10140 19 0 14 0 4 0 1 0 0 0 9 0 0.0120898 0 0.0025907 0 0.0113048 0 0.0028262 0 0.6501026 0 -0.6123711 0 0.0816062 0 0.074266 0 0.8525403 0 NaN 193
Contig10143 3 0 2 0 0 0 1 0 0 0 -9 0 0 0 0.020202 0 0 0 0.0165289 0 0 0 1.6329906 0 0.0757576 0 0.0656566 0 0.7878788 0 NaN 33
Contig10156 18 0 8 0 5 0 5 0 0 0 9 0 0.0255102 0 0.0272109 0 0.0278293 0 0.0278293 0 -0.7968428 0 -0.2124918 0 0.1352041 0 0.1088435 0 0.702332 0 NaN 98
Contig10161 34 0 32 0 0 0 2 0 0 0 -9 0 0 0 0.0201149 0 0 0 0.0188088 0 0 0 0.5915791 0 0.5646552 0 0.5545977 0 0.9692404 0 NaN 58
Contig10167 25 0 10 0 10 0 5 0 0 0 13 0 0.0395062 0 0.0197531 0 0.040404 0 0.020202 0 -0.2223435 0 -0.2124918 0 0.1296296 0 0.1 0 0.6585366 0 NaN 135
Contig10170 7 0 2 0 1 0 4 0 0 0 -9 0 0.0208333 0 0.078125 0 0.0170455 0 0.0681818 0 1.6329906 0 1.3652138 0 0.1328125 0 0.0833333 0 0.4904214 0 NaN 32
Contig10174 15 0 6 0 5 0 4 0 0 0 10 0 0.0285714 0 0.0190476 0 0.025974 0 0.0207792 0 0.9562117 0 -0.7801219 0 0.0857143 0 0.0619048 0 0.5977011 0 NaN 105
Contig10177 4 0 2 0 2 0 0 0 0 0 -9 0 0.0243902 0 0 0 0.0266075 0 0 0 -0.7098954 0 0 0 0.0731707 0 0.0609756 0 0.7407407 0 NaN 41
Contig1019 9 0 4 0 3 0 2 0 0 0 -9 0 0.0245098 0 0.0147059 0 0.0240642 0 0.0160428 0 0.1676562 0 -0.7098949 0 0.0882353 0 0.0686275 0 0.6666666 0 NaN 68
Contig10191 6 0 2 0 2 0 2 0 0 0 -9 0 0.0322581 0 0.0322581 0 0.0351906 0 0.0351906 0 -0.7098949 0 -0.7098949 0 0.1129032 0 0.0806452 0 0.5882353 0 NaN 31
Contig10198 15 0 10 0 3 0 2 0 0 0 8 0 0.0230769 0 0.0153846 0 0.0251748 0 0.0167832 0 -0.7544498 0 -0.7098949 0 0.1961538 0 0.1769231 0 0.8401827 0 NaN 65
Contig1020 29 0 17 0 6 0 6 0 0 0 13 0 0.0153061 0 0.0153061 0 0.0166976 0 0.0166976 0 -0.8086064 0 -0.8086064 0 0.1071429 0 0.0918367 0 0.7741935 0 NaN 196
Contig10203 3 0 2 0 1 0 0 0 0 0 -9 0 0.0058997 0 0 0 0.004827 0 0 0 1.6329906 0 0 0 0.0221239 0 0.019174 0 0.7878788 0 NaN 113
Contig10210 16 0 6 0 6 0 4 0 0 0 6 0 0.0653595 0 0.0457516 0 0.0641711 0 0.0427807 0 0.179691 0 0.6501026 0 0.1960784 0 0.1405229 0 0.5910653 0 NaN 51
Contig1022 22 0 9 0 6 0 7 0 0 0 12 0 0.0179641 0 0.0219561 0 0.0195972 0 0.0228634 0 -0.8086072 0 -0.389207 0 0.0838323 0 0.0638723 0 0.6464646 0 NaN 167
Contig10223 23 0 14 0 4 0 5 0 0 0 12 0 0.0085302 0 0.0098425 0 0.0085898 0 0.0107373 0 -0.0650096 0 -0.7968428 0 0.0669291 0 0.0577428 0 0.7822222 0 NaN 254
Contig1023 20 0 9 0 3 0 7 0 1 0 7 0 0.0117647 0 0.0245098 0 0.0128342 0 0.0256684 0 -0.7801219 0 -0.446372 0 0.0772059 0 0.0590686 0 0.6504723 0 NaN 170
Contig10236 26 0 12 0 11 0 3 0 0 0 13 0 0.0535168 0 0.0183486 0 0.0550459 0 0.0150125 0 -0.2791348 0 2.011867 0 0.1720183 0 0.1360856 0 0.6839577 0 NaN 109
Contig10237 8 0 4 0 2 0 2 0 0 0 -9 0 0.0121528 0 0.0104167 0 0.0113636 0 0.0113636 0 0.5915791 0 -0.7098949 0 0.0651042 0 0.0538194 0 0.7315634 0 NaN 96
Contig10239 8 0 4 0 2 0 2 0 0 0 -9 0 0.027027 0 0.027027 0 0.029484 0 0.029484 0 -0.7098954 0 -0.7098954 0 0.1486486 0 0.1216216 0 0.72 0 NaN 37
Contig10245 6 0 4 0 1 0 1 0 0 0 -9 0 0.016129 0 0.016129 0 0.0175953 0 0.0175953 0 -0.6123711 0 -0.6123711 0 0.1451613 0 0.1290323 0 0.8205128 0 NaN 31
Contig1025 15 0 6 0 4 0 5 0 0 0 5 0 0.0266667 0 0.0333333 0 0.0290909 0 0.0363636 0 -0.7801223 0 -0.7968419 0 0.13 0 0.1 0 0.6557377 0 NaN 75
Contig10254 2 0 1 0 0 0 1 0 0 0 -9 0 0 0 0.0151515 0 0 0 0.0165289 0 0 0 -0.6123711 0 0.0530303 0 0.0454545 0 0.7741935 0 NaN 33
Contig1026 10 0 6 0 0 0 4 0 0 0 -9 0 0 0 0.0323383 0 0 0 0.0325645 0 0 0 -0.0650096 0 0.1156716 0 0.0995025 0 0.7785888 0 NaN 67
Contig10266 20 0 16 0 3 0 1 0 0 0 -9 0 0.0056818 0 0.0018939 0 0.0061983 0 0.0020661 0 -0.7544498 0 -0.6123711 0 0.0662879 0 0.0625 0 0.9041096 0 NaN 264
Contig10268 10 0 9 0 1 0 0 0 0 0 -9 0 0.0028369 0 0 0 0.0023211 0 0 0 1.6329898 0 0 0 0.0404255 0 0.0390071 0 0.9401709 0 NaN 235
Contig1027 19 0 9 0 3 0 7 0 0 0 7 0 0.0187266 0 0.0393258 0 0.0183861 0 0.0429009 0 0.1676562 0 -0.8173348 0 0.1544944 0 0.1254682 0 0.7118194 0 NaN 89
Contig10271 17 0 12 0 2 0 3 0 0 0 11 0 0.0049261 0 0.0073892 0 0.0053739 0 0.0080609 0 -0.7098949 0 -0.7544506 0 0.067734 0 0.0615764 0 0.8510638 0 NaN 203
Contig10277 2 0 2 0 0 0 0 0 0 0 -9 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0416667 0 0.0416667 0 1 0 NaN 48
Contig1028 15 0 5 0 5 0 5 0 0 0 6 0 0.0290698 0 0.0310078 0 0.0317125 0 0.0317125 0 -0.7968428 0 -0.212491 0 0.1017442 0 0.0717054 0 0.5769981 0 NaN 86
Contig10280 13 0 12 0 0 0 1 0 0 0 -9 0 0 0 0.004 0 0 0 0.0043636 0 0 0 -0.6123711 0 0.102 0 0.1 0 0.9661836 0 NaN 125
Contig1029 34 0 7 0 14 0 12 0 1 0 9 0 0.0536913 0 0.0469799 0 0.0549115 0 0.04759 0 -0.225945 0 -0.1297031 0 0.1233221 0 0.0729866 0 0.453125 0 NaN 149
Contig10292 12 0 6 0 1 0 5 0 0 0 5 0 0.004902 0 0.0245098 0 0.0053476 0 0.026738 0 -0.6123711 0 -0.7968428 0 0.0882353 0 0.0735294 0 0.7407407 0 NaN 102
Contig1030 37 0 29 0 1 0 6 0 1 0 14 0 0.0057971 0 0.0173913 0 0.0047431 0 0.0166008 0 1.8930532 0 0.4670485 0 0.1434783 0 0.1318841 0 0.8666667 0 NaN 230
Contig10303 6 0 5 0 0 0 1 0 0 0 -9 0 0 0 0.0142857 0 0 0 0.0155844 0 0 0 -0.6123711 0 0.15 0 0.1428571 0 0.9195402 0 NaN 35
Contig10304 16 0 5 0 7 0 4 0 0 0 6 0 0.0507246 0 0.0289855 0 0.041502 0 0.0237154 0 2.1795614 0 2.0803261 0 0.1141304 0 0.0742754 0 0.5157233 0 NaN 92
Contig10305 3 0 1 0 2 0 0 0 0 0 -9 0 0.0185185 0 0 0 0.017316 0 0 0 0.5915791 0 0 0 0.0277778 0 0.0185185 0 0.5333334 0 NaN 63
Contig10317 19 0 12 0 3 0 4 0 0 0 10 0 0.021978 0 0.021978 0 0.017982 0 0.023976 0 2.011867 0 -0.7801219 0 0.1648352 0 0.1428571 0 0.7878788 0 NaN 91
Contig10319 5 0 1 0 1 0 3 0 0 0 -9 0 0.0121951 0 0.0406504 0 0.0133038 0 0.0399113 0 -0.6123716 0 0.1676562 0 0.054878 0 0.0284553 0 0.3809524 0 NaN 41
Contig10327 27 0 16 0 4 0 7 0 0 0 14 0 0.0196078 0 0.0343137 0 0.0213904 0 0.0374332 0 -0.7801219 0 -0.8173348 0 0.2034314 0 0.1764706 0 0.7890411 0 NaN 102
Contig10328 37 0 26 0 2 0 9 0 0 0 18 0 0.0026042 0 0.0134549 0 0.0028409 0 0.0127841 0 -0.7098949 0 0.5222313 0 0.077474 0 0.0694444 0 0.8317089 0 NaN 384
Contig1033 98 0 46 0 13 0 39 0 0 0 43 0 0.0217755 0 0.0523451 0 0.0178164 0 0.0534491 0 2.248178 0 -0.2143653 0 0.1664573 0 0.129397 0 0.6661277 0 NaN 398
Contig10334 22 0 12 0 9 0 1 0 0 0 11 0 0.0176101 0 0.0018868 0 0.0185249 0 0.0020583 0 -0.4915111 0 -0.6123711 0 0.059434 0 0.0496855 0 0.7444052 0 NaN 265
Contig1034 11 0 5 0 3 0 3 0 0 0 8 0 0.0333333 0 0.037037 0 0.0363636 0 0.0363636 0 -0.7544492 0 0.1676555 0 0.15 0 0.1148148 0 0.6509186 0 NaN 45
Contig10340 25 0 11 0 6 0 8 0 0 0 12 0 0.0190763 0 0.0271084 0 0.0197152 0 0.026287 0 -0.3144584 0 0.3090269 0 0.0993976 0 0.0763052 0 0.6537635 0 NaN 166
Contig10347 22 0 10 0 7 0 2 0 3 0 14 0 0.0231481 0 0.0123457 0 0.0252525 0 0.0126263 0 -0.8337865 0 -0.212491 0 0.0677083 0 0.0499614 0 0.6166667 0 NaN 216
Contig1035 39 0 20 0 10 0 9 0 0 0 15 0 0.0148148 0 0.0157407 0 0.0151515 0 0.0136364 0 -0.2223426 0 1.5359758 0 0.0819444 0 0.0666667 0 0.7137547 0 NaN 360
Contig10354 14 0 11 0 1 0 2 0 0 0 -9 0 0.0061162 0 0.0107034 0 0.0050042 0 0.0100083 0 1.6329898 0 0.5915791 0 0.1123853 0 0.1039755 0 0.8760065 0 NaN 109
Contig10359 24 0 11 0 9 0 4 0 0 0 11 0 0.0153509 0 0.0065789 0 0.0161483 0 0.007177 0 -0.4915121 0 -0.7801223 0 0.0526316 0 0.0416667 0 0.6846846 0 NaN 304
Contig10364 18 0 9 0 7 0 2 0 0 0 6 0 0.0211946 0 0.0077071 0 0.0220704 0 0.0063058 0 -0.389207 0 1.8930532 0 0.0751445 0 0.0606936 0 0.7058824 0 NaN 173
Contig1038 29 0 17 0 2 0 10 0 0 0 17 0 0.0052083 0 0.0214844 0 0.0042614 0 0.0213068 0 1.893054 0 0.0833789 0 0.0888672 0 0.0755208 0 0.763786 0 NaN 256
Contig10387 30 0 20 0 5 0 5 0 0 0 13 0 0.010917 0 0.010917 0 0.0119095 0 0.0119095 0 -0.7968428 0 -0.7968428 0 0.1069869 0 0.0960699 0 0.8341233 0 NaN 229
Contig10391 12 0 8 0 3 0 1 0 0 0 -9 0 0.0339506 0 0.0092593 0 0.030303 0 0.010101 0 1.089761 0 -0.6123711 0 0.1851852 0 0.1635802 0 0.8122606 0 NaN 54
Contig1041 31 0 12 0 14 0 5 0 0 0 11 0 0.0851064 0 0.0319149 0 0.0812379 0 0.0290135 0 0.4830411 0 0.9562117 0 0.2287234 0 0.1702128 0 0.6243902 0 NaN 94
Contig10414 3 0 2 0 1 0 0 0 0 0 -9 0 0.0185185 0 0 0 0.020202 0 0 0 -0.6123711 0 0 0 0.0833333 0 0.0740741 0 0.8205128 0 NaN 27
Contig1042 5 0 1 0 4 0 0 0 0 0 -9 0 0.0176991 0 0 0 0.0193081 0 0 0 -0.7801219 0 0 0 0.0176991 0 0.0088496 0 0.3636364 0 NaN 113
Contig10422 15 0 1 0 2 0 12 0 0 0 -9 0 0.0138889 0 0.0949074 0 0.0151515 0 0.0909091 0 -0.7098949 0 0.4435748 0 0.09375 0 0.0393519 0 0.2924731 0 NaN 72
Contig10424 27 0 4 0 10 0 12 0 1 0 -9 0 0.0821918 0 0.1004566 0 0.0821918 0 0.0971357 0 2e-07 0 0.3458741 0 0.1746575 0 0.0833333 0 0.342723 0 NaN 73
Contig1043 62 0 18 0 27 0 16 0 1 0 23 0 0.0458937 0 0.0270531 0 0.0442688 0 0.0268775 0 0.3790029 0 0.066711 0 0.1047101 0 0.0682367 0 0.5166895 0 NaN 345
Contig10431 18 0 12 0 2 0 4 0 0 0 7 0 0.0072464 0 0.0108696 0 0.0059289 0 0.0118577 0 1.893054 0 -0.7801219 0 0.0842391 0 0.0751812 0 0.8258706 0 NaN 184
Contig10433 12 0 6 0 3 0 2 0 1 0 4 0 0.0619048 0 0.0428571 0 0.0623377 0 0.0467532 0 -0.0650096 0 -0.7544498 0 0.2392857 0 0.1869048 0 0.6709402 0 NaN 35
Contig10435 10 0 9 0 0 0 1 0 0 0 -9 0 0 0 0.010101 0 0 0 0.0082645 0 0 0 1.6329906 0 0.1439394 0 0.1388889 0 0.9401709 0 NaN 66
Contig10445 23 0 16 0 2 0 4 0 1 0 6 0 0.0115607 0 0.0144509 0 0.0094587 0 0.0157646 0 2.011867 0 -0.7968428 0 0.1098266 0 0.0968208 0 0.8096677 0 NaN 173
Contig10449 25 0 15 0 7 0 3 0 0 0 8 0 0.0408163 0 0.0153061 0 0.038961 0 0.0166976 0 0.4670492 0 -0.7544498 0 0.2015306 0 0.1734694 0 0.7793696 0 NaN 98
Contig1045 52 0 23 0 15 0 13 0 1 0 19 0 0.0504762 0 0.0409524 0 0.0498701 0 0.0436364 0 0.1238163 0 -0.6239286 0 0.2035714 0 0.1578571 0 0.6636637 0 NaN 175
Contig10455 13 0 12 0 1 0 0 0 0 0 -9 0 0.0079365 0 0 0 0.008658 0 0 0 -0.6123711 0 0 0 0.1944444 0 0.1904762 0 0.9648241 0 NaN 63
Contig10458 9 0 2 0 5 0 2 0 0 0 -9 0 0.0325671 0 0.0114943 0 0.031348 0 0.0125392 0 0.3718608 0 -0.7098949 0 0.0603448 0 0.0383142 0 0.4984424 0 NaN 87
Contig10463 24 0 19 0 4 0 1 0 0 0 9 0 0.012945 0 0.0032362 0 0.0105914 0 0.0026478 0 2.0803261 0 1.6329906 0 0.1043689 0 0.0962783 0 0.8717949 0 NaN 206
Contig10469 31 0 9 0 6 0 15 0 1 0 13 0 0.0231788 0 0.0562914 0 0.025286 0 0.0577965 0 -0.8173354 0 -0.2653207 0 0.1233444 0 0.0836093 0 0.5459459 0 NaN 151
Contig10471 5 0 5 0 0 0 0 0 0 0 -9 0 0 0 0 0 0 0 0 0 0 0 0 0 0.25 0 0.25 0 1 0 NaN 20
Contig10472 9 0 5 0 2 0 2 0 0 0 -9 0 0.0090909 0 0.0106061 0 0.0099174 0 0.0099174 0 -0.7098954 0 0.5915791 0 0.0613636 0 0.0515152 0 0.7493113 0 NaN 110
Contig10478 9 0 4 0 3 0 2 0 0 0 -9 0 0.0416667 0 0.0277778 0 0.0454545 0 0.030303 0 -0.7544498 0 -0.7098949 0 0.1875 0 0.1527778 0 0.7154471 0 NaN 36
Contig10485 19 0 3 0 1 0 15 0 0 0 -9 0 0.0050505 0 0.0875421 0 0.0055096 0 0.0826446 0 -0.6123711 0 0.6025195 0 0.0934343 0 0.047138 0 0.3678162 0 NaN 99
Contig1049 28 0 12 0 11 0 4 0 1 0 13 0 0.0477855 0 0.0174825 0 0.0457724 0 0.0190718 0 0.4435748 0 -0.7968428 0 0.1451049 0 0.1124709 0 0.6632302 0 NaN 143
Contig10490 2 0 1 0 0 0 1 0 0 0 -9 0 0 0 0.0086207 0 0 0 0.0094044 0 0 0 -0.6123711 0 0.0215517 0 0.0172414 0 0.6956522 0 NaN 58
Contig10495 19 0 8 0 4 0 7 0 0 0 8 0 0.0167785 0 0.0313199 0 0.0146431 0 0.0256254 0 1.3652138 0 2.1795628 0 0.0889262 0 0.064877 0 0.6065359 0 NaN 149
Contig1050 20 0 16 0 2 0 2 0 0 0 -9 0 0.003367 0 0.003367 0 0.0036731 0 0.0036731 0 -0.7098949 0 -0.7098949 0 0.0589226 0 0.0555556 0 0.9041096 0 NaN 297
Contig10500 80 0 80 0 0 0 0 0 0 0 -9 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8510638 0 0.8510638 0 1 0 NaN 94
Contig1052 22 0 14 0 1 0 7 0 0 0 10 0 0.0072464 0 0.0452899 0 0.0059289 0 0.041502 0 1.6329906 0 0.8951769 0 0.1875 0 0.1612319 0 0.7781421 0 NaN 92
Contig10520 6 0 0 0 4 0 2 0 0 0 -9 0 0.0540541 0 0.027027 0 0.0589681 0 0.029484 0 -0.7801223 0 -0.7098954 0 0.0810811 0 0.0405405 0 0.3636364 0 NaN 37
Contig10521 20 0 8 0 9 0 3 0 0 0 10 0 0.0298013 0 0.0099338 0 0.0325105 0 0.0108368 0 -0.8294262 0 -0.7544506 0 0.0927152 0 0.0728477 0 0.6769231 0 NaN 151
Contig10523 58 0 24 0 18 0 15 0 1 0 26 0 0.0348977 0 0.0312876 0 0.0374138 0 0.0315064 0 -0.6885303 0 -0.0707517 0 0.1412455 0 0.1081528 0 0.6512681 0 NaN 277
Contig1053 7 0 4 0 1 0 2 0 0 0 -9 0 0.0142857 0 0.0285714 0 0.0155844 0 0.0311688 0 -0.6123711 0 -0.7098949 0 0.15 0 0.1285714 0 0.7741935 0 NaN 35
Contig10531 39 0 23 0 11 0 4 0 1 0 17 0 0.0119048 0 0.0046992 0 0.0123035 0 0.0051265 0 -0.3268444 0 -0.7968419 0 0.0566259 0 0.0483239 0 0.7688473 0 NaN 532
Contig10537 18 0 10 0 5 0 3 0 0 0 7 0 0.0352113 0 0.0234742 0 0.0384123 0 0.0230474 0 -0.7968428 0 0.1676562 0 0.2077465 0 0.1784038 0 0.7765006 0 NaN 71
Contig10542 4 0 2 0 1 0 1 0 0 0 -9 0 0.0052632 0 0.0070175 0 0.0057416 0 0.0057416 0 -0.6123716 0 1.6329906 0 0.0289474 0 0.022807 0 0.6797386 0 NaN 95
Contig10546 20 0 10 0 7 0 2 0 1 0 14 0 0.0747126 0 0.0258621 0 0.0752351 0 0.0282132 0 -0.0686731 0 -0.7544498 0 0.2349138 0 0.1846264 0 0.6772069 0 NaN 58
Contig1055 6 0 1 0 3 0 2 0 0 0 -9 0 0.0625 0 0.0416667 0 0.0681818 0 0.0454545 0 -0.7544498 0 -0.7098949 0 0.1354167 0 0.0833333 0 0.4776119 0 NaN 24
Contig1057 23 0 9 0 11 0 2 0 1 0 10 0 0.0584046 0 0.014245 0 0.0559441 0 0.013986 0 0.4435756 0 0.1676562 0 0.1324786 0 0.0961539 0 0.6020067 0 NaN 117
Contig10571 21 0 16 0 3 0 2 0 0 0 11 0 0.0127119 0 0.0084746 0 0.0138675 0 0.009245 0 -0.7544498 0 -0.7098949 0 0.154661 0 0.1440678 0 0.8859935 0 NaN 118
Contig10575 13 0 6 0 4 0 3 0 0 0 8 0 0.0569106 0 0.0365854 0 0.0532151 0 0.0399113 0 0.6501026 0 -0.7544498 0 0.2378049 0 0.1910569 0 0.7001863 0 NaN 41
Contig10579 2 0 1 0 1 0 0 0 0 0 -9 0 0.0172414 0 0 0 0.0188088 0 0 0 -0.6123711 0 0 0 0.0603448 0 0.0517241 0 0.7741936 0 NaN 29
Contig1058 50 0 43 0 0 0 7 0 0 0 11 0 0 0 0.0740741 0 0 0 0.0606061 0 0 0 2.1795614 0 0.7380952 0 0.7010582 0 0.9153713 0 NaN 63
Contig10586 13 0 10 0 3 0 0 0 0 0 -9 0 0.0131579 0 0 0 0.0143541 0 0 0 -0.7544506 0 0 0 0.0986842 0 0.0921053 0 0.8888889 0 NaN 114
Contig1059 20 0 9 0 4 0 7 0 0 0 9 0 0.0174825 0 0.030303 0 0.0152575 0 0.0267006 0 1.3652138 0 1.323306 0 0.0996504 0 0.0757576 0 0.6443618 0 NaN 143
Contig10591 19 0 12 0 3 0 4 0 0 0 7 0 0.0192308 0 0.025641 0 0.020979 0 0.027972 0 -0.7544498 0 -0.7801219 0 0.2019231 0 0.1794872 0 0.8205128 0 NaN 78
Contig10594 23 0 14 0 1 0 8 0 0 0 7 0 0.004415 0 0.0275938 0 0.0036123 0 0.0288983 0 1.6329906 0 -0.446372 0 0.1208609 0 0.1048565 0 0.7892004 0 NaN 151
Contig10595 42 0 14 0 22 0 5 0 1 0 21 0 0.0475331 0 0.011432 0 0.0452904 0 0.0118149 0 0.5092822 0 -0.3144577 0 0.0934115 0 0.063929 0 0.5533854 0 NaN 277
Contig106 70 0 30 0 22 0 16 0 2 0 26 0 0.0226876 0 0.0171611 0 0.0228463 0 0.0171347 0 -0.0714884 0 0.0157766 0 0.0835515 0 0.0636271 0 0.6459948 0 NaN 573
Contig10607 12 0 9 0 2 0 1 0 0 0 -9 0 0.0028169 0 0.0014085 0 0.003073 0 0.0015365 0 -0.7098949 0 -0.6123711 0 0.0274648 0 0.0253521 0 0.8727273 0 NaN 355
Contig1061 5 0 5 0 0 0 0 0 0 0 -9 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1666667 0 0.1666667 0 1 0 NaN 30
