dataset bialsites_avg bialsites_std sf_avg sf_std sxA_avg sxA_std sxB_avg sxB_std ss_avg ss_std Wald_avg Wald_std piA_avg piA_std piB_avg piB_std thetaA_avg thetaA_std thetaB_avg thetaB_std DtajA_avg DtajA_std DtajB_avg DtajB_std divAB_avg divAB_std netdivAB_avg netdivAB_std FST_avg FST_std corr_pi Lsyno
Contig1037 3 0 1 0 2 0 0 0 0 0 -9 0 0.0322581 0 0 0 0.0351906 0 0 0 -0.7098949 0 0 0 0.0483871 0 0.0322581 0 0.5333334 0 NaN 31
Contig10420 5 0 2 0 3 0 0 0 0 0 -9 0 0.0137615 0 0 0 0.0150125 0 0 0 -0.7544498 0 0 0 0.0298165 0 0.0229358 0 0.6557377 0 NaN 109
Contig10435 7 0 3 0 4 0 0 0 0 0 -9 0 0.037037 0 0 0 0.040404 0 0 0 -0.7801219 0 0 0 0.0925926 0 0.0740741 0 0.6956522 0 NaN 54
Contig10492 11 0 0 0 8 0 3 0 0 0 -9 0 0.0625 0 0.0208333 0 0.0606061 0 0.0227273 0 0.3090269 0 -0.7544498 0 0.0555556 0 0.0138889 0 0.1599999 0 NaN 72
Contig10522 3 0 1 0 2 0 0 0 0 0 -9 0 0.0228758 0 0 0 0.0213904 0 0 0 0.59158 0 0 0 0.0441176 0 0.0326797 0 0.620155 0 NaN 51
Contig10677 5 0 3 0 2 0 0 0 0 0 -9 0 0.03125 0 0 0 0.0340909 0 0 0 -0.7098949 0 0 0 0.125 0 0.109375 0 0.8 0 NaN 32
Contig10772 3 0 0 0 3 0 0 0 0 0 -9 0 0.0595238 0 0 0 0.0584416 0 0 0 0.1676555 0 0 0 0.0357143 0 0.0059524 0 0.1025642 0 NaN 28
Contig10794 5 0 3 0 1 0 1 0 0 0 -9 0 0.0037453 0 0.002809 0 0.0030644 0 0.0030644 0 1.6329906 0 -0.6123711 0 0.0210674 0 0.0177903 0 0.7562189 0 NaN 178
Contig10836 19 0 2 0 12 0 3 0 2 0 -9 0 0.0528942 0 0.0189621 0 0.0457267 0 0.016331 0 1.5900115 0 1.5405635 0 0.0568862 0 0.0209581 0 0.25 0 NaN 167
Contig10837 7 0 1 0 1 0 5 0 0 0 -9 0 0.004 0 0.02 0 0.0043636 0 0.0218182 0 -0.6123711 0 -0.7968428 0 0.028 0 0.016 0 0.4324324 0 NaN 125
Contig10911 4 0 0 0 2 0 1 0 1 0 -9 0 0.0176471 0 0.0137255 0 0.0192513 0 0.0128342 0 -0.7544492 0 0.5915791 0 0.0147059 0 -0.0009804 0 -0.0370371 0 NaN 85
Contig10954 4 0 0 0 4 0 0 0 0 0 -9 0 0.0637255 0 0 0 0.0641711 0 0 0 -0.0650096 0 0 0 0.0367647 0 0.004902 0 0.0808081 0 NaN 34
Contig10973 7 0 3 0 2 0 2 0 0 0 -9 0 0.0126582 0 0.0147679 0 0.013809 0 0.013809 0 -0.7098954 0 0.5915791 0 0.0537975 0 0.0400844 0 0.6255144 0 NaN 79
Contig10979 2 0 1 0 1 0 0 0 0 0 -9 0 0.031746 0 0 0 0.025974 0 0 0 1.6329906 0 0 0 0.0714286 0 0.0555556 0 0.6666666 0 NaN 21
Contig10988 9 0 6 0 2 0 1 0 0 0 -9 0 0.0046729 0 0.0023364 0 0.0050977 0 0.0025489 0 -0.7098954 0 -0.6123716 0 0.036215 0 0.0327103 0 0.8421053 0 NaN 214
Contig11035 5 0 2 0 0 0 3 0 0 0 -9 0 0 0 0.0168539 0 0 0 0.0183861 0 0 0 -0.7544498 0 0.0308989 0 0.0224719 0 0.6037736 0 NaN 89
Contig11065 2 0 0 0 1 0 1 0 0 0 -9 0 0.0080321 0 0.0060241 0 0.0065717 0 0.0065717 0 1.6329898 0 -0.6123716 0 0.0090361 0 0.002008 0 0.1403509 0 NaN 83
Contig11076 3 0 0 0 2 0 1 0 0 0 -9 0 0.012987 0 0.0064935 0 0.0141677 0 0.0070838 0 -0.7098949 0 -0.6123711 0 0.0162338 0 0.0064935 0 0.275862 0 NaN 77
Contig11099 9 0 4 0 2 0 3 0 0 0 -9 0 0.0106383 0 0.0177305 0 0.0116054 0 0.0174081 0 -0.7098954 0 0.1676562 0 0.0638298 0 0.0496454 0 0.6666667 0 NaN 94
Contig11104 6 0 1 0 4 0 1 0 0 0 -9 0 0.0145985 0 0.0036496 0 0.0159257 0 0.0039814 0 -0.7801219 0 -0.6123711 0 0.0164234 0 0.0072993 0 0.3137255 0 NaN 137
Contig11188 3 0 1 0 2 0 0 0 0 0 -9 0 0.0188679 0 0 0 0.0205832 0 0 0 -0.7098949 0 0 0 0.0283019 0 0.0188679 0 0.5333333 0 NaN 53
Contig11196 9 0 1 0 6 0 2 0 0 0 -9 0 0.0140647 0 0.0049226 0 0.013809 0 0.004603 0 0.179691 0 0.5915791 0 0.0200422 0 0.0105485 0 0.3883495 0 NaN 237
Contig11211 21 0 1 0 11 0 9 0 0 0 -9 0 0.0338983 0 0.0282486 0 0.0338983 0 0.027735 0 2e-07 0 0.1843172 0 0.0536723 0 0.0225989 0 0.293578 0 NaN 177
Contig11223 13 0 12 0 0 0 1 0 0 0 -9 0 0 0 0.002551 0 0 0 0.0027829 0 0 0 -0.6123711 0 0.0625 0 0.0612245 0 0.9648241 0 NaN 196
Contig11278 4 0 0 0 1 0 3 0 0 0 -9 0 0.0045455 0 0.0136364 0 0.0049587 0 0.014876 0 -0.6123716 0 -0.7544506 0 0.0227273 0 0.0136364 0 0.4615385 0 NaN 110
Contig11306 2 0 1 0 1 0 0 0 0 0 -9 0 0.0052083 0 0 0 0.0056818 0 0 0 -0.6123711 0 0 0 0.0130208 0 0.0104167 0 0.6956522 0 NaN 96
Contig11320 9 0 4 0 1 0 4 0 0 0 -9 0 0.002994 0 0.0139721 0 0.0032662 0 0.0130648 0 -0.6123711 0 0.6501015 0 0.0344311 0 0.0259481 0 0.6360857 0 NaN 167
Contig11394 2 0 0 0 0 0 2 0 0 0 -9 0 0 0 0.0533333 0 0 0 0.0436364 0 0 0 1.8930532 0 0.04 0 0.0133333 0 0.2222222 0 NaN 25
Contig11439 6 0 5 0 1 0 0 0 0 0 -9 0 0.0054348 0 0 0 0.0059289 0 0 0 -0.6123711 0 0 0 0.0625 0 0.0597826 0 0.9263158 0 NaN 92
Contig11471 5 0 1 0 4 0 0 0 0 0 -9 0 0.0222222 0 0 0 0.0242424 0 0 0 -0.7801219 0 0 0 0.0222222 0 0.0111111 0 0.3636364 0 NaN 90
Contig11474 9 0 0 0 6 0 3 0 0 0 -9 0 0.0652174 0 0.0362319 0 0.0711462 0 0.0355731 0 -0.8086064 0 0.1676555 0 0.076087 0 0.0253623 0 0.2222222 0 NaN 46
Contig11477 13 0 4 0 5 0 4 0 0 0 -9 0 0.0229885 0 0.0201149 0 0.023511 0 0.0188088 0 -0.212491 0 0.6501015 0 0.0603448 0 0.0387931 0 0.5070422 0 NaN 116
Contig11551 5 0 2 0 3 0 0 0 0 0 -9 0 0.0263158 0 0 0 0.0215311 0 0 0 2.0118663 0 0 0 0.0460526 0 0.0328947 0 0.5882353 0 NaN 76
Contig11588 3 0 0 0 3 0 0 0 0 0 -9 0 0.0517241 0 0 0 0.0564263 0 0 0 -0.7544498 0 0 0 0.0258621 0 0 0 0 0 NaN 29
Contig1159 9 0 0 0 8 0 1 0 0 0 -9 0 0.046595 0 0.0053763 0 0.0469208 0 0.0058651 0 -0.0686731 0 -0.6123711 0 0.0349462 0 0.0089606 0 0.1646091 0 NaN 93
Contig11600 5 0 1 0 3 0 1 0 0 0 -9 0 0.0147059 0 0.004902 0 0.0160428 0 0.0053476 0 -0.7544498 0 -0.6123711 0 0.0343137 0 0.0245098 0 0.5882353 0 NaN 102
Contig11788 2 0 0 0 1 0 1 0 0 0 -9 0 0.0078125 0 0.0078125 0 0.0085227 0 0.0085227 0 -0.6123711 0 -0.6123711 0 0.0078125 0 0 0 0 0 NaN 64
Contig118 4 0 1 0 1 0 2 0 0 0 -9 0 0.003937 0 0.007874 0 0.0042949 0 0.0085898 0 -0.6123711 0 -0.7098949 0 0.0137795 0 0.007874 0 0.4324325 0 NaN 127
Contig11815 5 0 1 0 3 0 1 0 0 0 -9 0 0.0189873 0 0.0063291 0 0.0207135 0 0.0069045 0 -0.7544506 0 -0.6123716 0 0.0253165 0 0.0126582 0 0.3636364 0 NaN 79
Contig11816 4 0 0 0 4 0 0 0 0 0 -9 0 0.0263158 0 0 0 0.0287081 0 0 0 -0.7801223 0 0 0 0.0131579 0 0 0 1e-07 0 NaN 76
Contig11833 3 0 2 0 1 0 0 0 0 0 -9 0 0.0083333 0 0 0 0.0068182 0 0 0 1.6329906 0 0 0 0.03125 0 0.0270833 0 0.7878788 0 NaN 80
Contig1186 2 0 1 0 1 0 0 0 0 0 -9 0 0.0075758 0 0 0 0.0082645 0 0 0 -0.6123711 0 0 0 0.0189394 0 0.0151515 0 0.6956522 0 NaN 66
Contig11906 10 0 3 0 5 0 2 0 0 0 -9 0 0.0181159 0 0.0072464 0 0.0197628 0 0.0079051 0 -0.7968428 0 -0.7098949 0 0.0344203 0 0.0217391 0 0.4948454 0 NaN 138
Contig11919 6 0 0 0 4 0 2 0 0 0 -9 0 0.0206186 0 0.0103093 0 0.022493 0 0.0112465 0 -0.7801223 0 -0.7098954 0 0.0309278 0 0.0154639 0 0.3636364 0 NaN 97
Contig11926 3 0 0 0 3 0 0 0 0 0 -9 0 0.0436508 0 0 0 0.038961 0 0 0 1.0897616 0 0 0 0.0297619 0 0.0079365 0 0.172043 0 NaN 42
Contig11998 3 0 0 0 2 0 1 0 0 0 -9 0 0.047619 0 0.0238095 0 0.038961 0 0.0194805 0 1.893054 0 1.6329906 0 0.0535714 0 0.0178571 0 0.2222222 0 NaN 28
Contig1200 7 0 0 0 5 0 2 0 0 0 -9 0 0.03125 0 0.0138889 0 0.0284091 0 0.0113636 0 0.9562117 0 1.893054 0 0.03125 0 0.0086806 0 0.1801802 0 NaN 96
Contig12022 7 0 1 0 0 0 4 0 2 0 -9 0 0.0174129 0 0.0447761 0 0.0162822 0 0.0488467 0 0.59158 0 -0.8086057 0 0.0690299 0 0.0379353 0 0.4107744 0 NaN 67
Contig12060 2 0 1 0 1 0 0 0 0 0 -9 0 0.0052632 0 0 0 0.0057416 0 0 0 -0.6123716 0 0 0 0.0131579 0 0.0105263 0 0.6956522 0 NaN 95
Contig12118 3 0 2 0 1 0 0 0 0 0 -9 0 0.0049505 0 0 0 0.0054005 0 0 0 -0.6123711 0 0 0 0.0222772 0 0.019802 0 0.8205128 0 NaN 101
Contig12128 2 0 0 0 0 0 2 0 0 0 -9 0 0 0 0.0149813 0 0 0 0.0122574 0 0 0 1.893054 0 0.011236 0 0.0037453 0 0.2222222 0 NaN 89
Contig12133 2 0 1 0 0 0 1 0 0 0 -9 0 0 0 0.0121951 0 0 0 0.0133038 0 0 0 -0.6123716 0 0.0304878 0 0.0243902 0 0.6956522 0 NaN 41
Contig12148 14 0 0 0 9 0 4 0 1 0 -9 0 0.0533981 0 0.0242718 0 0.0529568 0 0.0264784 0 0.0833789 0 -0.7968428 0 0.0521845 0 0.0133495 0 0.1641791 0 NaN 103
Contig12167 22 0 6 0 9 0 7 0 0 0 7 0 0.0222646 0 0.0139949 0 0.018737 0 0.0145732 0 1.8738899 0 -0.3892076 0 0.0524809 0 0.0343511 0 0.5198556 0 NaN 262
Contig12183 8 0 1 0 4 0 3 0 0 0 -9 0 0.0141844 0 0.0106383 0 0.0154739 0 0.0116054 0 -0.7801223 0 -0.7544498 0 0.0230496 0 0.0106383 0 0.3287672 0 NaN 141
Contig12258 2 0 1 0 1 0 0 0 0 0 -9 0 0.0166667 0 0 0 0.0136364 0 0 0 1.6329906 0 0 0 0.0375 0 0.0291667 0 0.6666666 0 NaN 40
Contig12259 6 0 0 0 1 0 5 0 0 0 -9 0 0.0044248 0 0.0221239 0 0.004827 0 0.0241352 0 -0.6123711 0 -0.7968428 0 0.0221239 0 0.0088496 0 0.2758621 0 NaN 113
Contig12261 6 0 0 0 2 0 3 0 1 0 -9 0 0.0191571 0 0.0249042 0 0.0188088 0 0.0250784 0 0.1676555 0 -0.0650107 0 0.0258621 0 0.0038314 0 0.0903955 0 NaN 87
Contig12289 20 0 5 0 10 0 5 0 0 0 8 0 0.0339147 0 0.0164729 0 0.0317125 0 0.0158562 0 0.694822 0 0.3718608 0 0.0697674 0 0.0445736 0 0.5027323 0 NaN 172
Contig1235 4 0 2 0 2 0 0 0 0 0 -9 0 0.0263158 0 0 0 0.0287081 0 0 0 -0.7098954 0 0 0 0.0657895 0 0.0526316 0 0.6956522 0 NaN 38
Contig12397 4 0 1 0 3 0 0 0 0 0 -9 0 0.0282486 0 0 0 0.027735 0 0 0 0.1676555 0 0 0 0.0338983 0 0.019774 0 0.4444445 0 NaN 59
Contig12415 9 0 3 0 5 0 1 0 0 0 -9 0 0.0189394 0 0.0037879 0 0.0206612 0 0.0041322 0 -0.7968428 0 -0.6123711 0 0.0454545 0 0.0340909 0 0.6315789 0 NaN 132
Contig12420 6 0 0 0 1 0 2 0 3 0 -9 0 0.0150376 0 0.018797 0 0.0164046 0 0.0205058 0 -0.7801223 0 -0.7968419 0 0.0140977 0 -0.0028195 0 -0.1052632 0 NaN 133
Contig12450 9 0 4 0 4 0 1 0 0 0 -9 0 0.0321285 0 0.0060241 0 0.026287 0 0.0065717 0 2.0803249 0 -0.6123716 0 0.0753012 0 0.0562249 0 0.627451 0 NaN 83
Contig12462 12 0 2 0 7 0 3 0 0 0 -9 0 0.0265701 0 0.0120773 0 0.027668 0 0.0118577 0 -0.3892064 0 0.1676555 0 0.0434783 0 0.0241546 0 0.4166666 0 NaN 138
Contig12466 2 0 1 0 0 0 1 0 0 0 -9 0 0 0 0.0142857 0 0 0 0.0155844 0 0 0 -0.6123711 0 0.0357143 0 0.0285714 0 0.6956522 0 NaN 35
Contig12502 7 0 1 0 5 0 1 0 0 0 -9 0 0.0344828 0 0.0057471 0 0.031348 0 0.0062696 0 0.9562117 0 -0.6123711 0 0.0488506 0 0.0287356 0 0.4494382 0 NaN 87
Contig12579 4 0 2 0 0 0 2 0 0 0 -9 0 0 0 0.0142857 0 0 0 0.0155844 0 0 0 -0.7098949 0 0.0428571 0 0.0357143 0 0.7407408 0 NaN 70
Contig12582 2 0 1 0 0 0 1 0 0 0 -9 0 0 0 0.0064935 0 0 0 0.0070838 0 0 0 -0.6123711 0 0.0162338 0 0.012987 0 0.6956522 0 NaN 77
Contig12615 7 0 0 0 5 0 2 0 0 0 -9 0 0.0355556 0 0.0133333 0 0.0363636 0 0.0145455 0 -0.212491 0 -0.7098954 0 0.0466667 0 0.0222222 0 0.3418803 0 NaN 75
Contig12700 11 0 8 0 0 0 3 0 0 0 -9 0 0 0 0.0176282 0 0 0 0.0157343 0 0 0 1.0897616 0 0.0889423 0 0.0801282 0 0.8385744 0 NaN 104
Contig12862 8 0 0 0 5 0 3 0 0 0 -9 0 0.0488506 0 0.0258621 0 0.0470219 0 0.0282132 0 0.3718608 0 -0.7544498 0 0.0689655 0 0.0316092 0 0.3259259 0 NaN 58
Contig12882 2 0 0 0 0 0 2 0 0 0 -9 0 0 0 0.025 0 0 0 0.0272727 0 0 0 -0.7098949 0 0.0125 0 0 0 0 0 NaN 40
Contig12888 5 0 3 0 2 0 0 0 0 0 -9 0 0.0212766 0 0 0 0.0232108 0 0 0 -0.7098954 0 0 0 0.0744681 0 0.0638298 0 0.7741935 0 NaN 47
Contig12899 7 0 2 0 4 0 1 0 0 0 -9 0 0.0172414 0 0.0043103 0 0.0188088 0 0.0047022 0 -0.7801219 0 -0.6123711 0 0.0409483 0 0.0301724 0 0.6153846 0 NaN 116
Contig12900 2 0 0 0 2 0 0 0 0 0 -9 0 0.047619 0 0 0 0.038961 0 0 0 1.893054 0 0 0 0.0357143 0 0.0119048 0 0.2222222 0 NaN 28
Contig12907 14 0 3 0 10 0 1 0 0 0 -9 0 0.0555556 0 0.0050505 0 0.0550964 0 0.0055096 0 0.0833789 0 -0.6123711 0 0.0707071 0 0.040404 0 0.4324324 0 NaN 99
Contig12942 4 0 1 0 2 0 1 0 0 0 -9 0 0.0233333 0 0.01 0 0.0218182 0 0.0109091 0 0.5915791 0 -0.6123711 0 0.04 0 0.0233333 0 0.4444445 0 NaN 50
Contig13005 15 0 6 0 8 0 1 0 0 0 9 0 0.0225225 0 0.0027027 0 0.0235872 0 0.0029484 0 -0.446372 0 -0.6123711 0 0.0513513 0 0.0387387 0 0.637037 0 NaN 185
Contig13026 18 0 1 0 3 0 14 0 0 0 -9 0 0.0090909 0 0.0484848 0 0.0099174 0 0.046281 0 -0.7544498 0 0.4830411 0 0.0530303 0 0.0242424 0 0.3248731 0 NaN 165
Contig13127 3 0 1 0 1 0 1 0 0 0 -9 0 0.016129 0 0.016129 0 0.0175953 0 0.0175953 0 -0.6123711 0 -0.6123711 0 0.0645161 0 0.0483871 0 0.631579 0 NaN 31
Contig13171 2 0 2 0 0 0 0 0 0 0 -9 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0714286 0 0.0714286 0 1 0 NaN 28
Contig13181 2 0 0 0 2 0 0 0 0 0 -9 0 0.0228758 0 0 0 0.0213904 0 0 0 0.59158 0 0 0 0.0147059 0 0.003268 0 0.1403509 0 NaN 51
Contig13215 10 0 1 0 4 0 5 0 0 0 -9 0 0.0214067 0 0.0275229 0 0.0200167 0 0.0250209 0 0.6501015 0 0.9562117 0 0.0412844 0 0.0168196 0 0.2820513 0 NaN 109
Contig13222 4 0 0 0 2 0 1 0 1 0 -9 0 0.0833333 0 0.0454545 0 0.0743802 0 0.0495868 0 1.0897616 0 -0.7098949 0 0.0681818 0 0.0037879 0 0.0325204 0 NaN 22
Contig13321 2 0 0 0 0 0 2 0 0 0 -9 0 0 0 0.0285714 0 0 0 0.0311688 0 0 0 -0.7098949 0 0.0285714 0 0.0142857 0 0.3636364 0 NaN 35
Contig13389 3 0 1 0 2 0 0 0 0 0 -9 0 0.0153509 0 0 0 0.0143541 0 0 0 0.5915791 0 0 0 0.0230263 0 0.0153509 0 0.5333334 0 NaN 76
Contig13402 2 0 0 0 1 0 1 0 0 0 -9 0 0.0266667 0 0.02 0 0.0218182 0 0.0218182 0 1.6329898 0 -0.6123711 0 0.03 0 0.0066667 0 0.1403508 0 NaN 25
Contig13501 22 0 2 0 16 0 4 0 0 0 -9 0 0.0220588 0 0.004902 0 0.0213904 0 0.0053476 0 0.3183853 0 -0.7801219 0 0.0232843 0 0.0098039 0 0.293578 0 NaN 408
Contig13571 5 0 0 0 5 0 0 0 0 0 -9 0 0.0268817 0 0 0 0.0293255 0 0 0 -0.7968436 0 0 0 0.0188172 0 0.0053763 0 0.1860466 0 NaN 93
Contig13682 2 0 0 0 1 0 1 0 0 0 -9 0 0.0092593 0 0.0092593 0 0.010101 0 0.010101 0 -0.6123711 0 -0.6123711 0 0.0092593 0 0 0 0 0 NaN 54
Contig13695 8 0 0 0 6 0 2 0 0 0 -9 0 0.0320513 0 0.0096154 0 0.0314685 0 0.0104895 0 0.179691 0 -0.7098949 0 0.0288462 0 0.0080128 0 0.1801801 0 NaN 104
Contig13708 2 0 0 0 0 0 2 0 0 0 -9 0 0 0 0.0232558 0 0 0 0.02537 0 0 0 -0.7098939 0 0.0232558 0 0.0116279 0 0.3636363 0 NaN 43
Contig13717 2 0 0 0 2 0 0 0 0 0 -9 0 0.011236 0 0 0 0.0122574 0 0 0 -0.7098949 0 0 0 0.005618 0 0 0 -1e-07 0 NaN 89
Contig13729 4 0 0 0 2 0 1 0 1 0 -9 0 0.0241935 0 0.0188172 0 0.026393 0 0.0175953 0 -0.7544498 0 0.5915791 0 0.0262097 0 0.0047043 0 0.1111112 0 NaN 62
Contig13809 5 0 0 0 2 0 3 0 0 0 -9 0 0.0104987 0 0.011811 0 0.0085898 0 0.0128848 0 1.893054 0 -0.7544492 0 0.0137795 0 0.0026247 0 0.1185185 0 NaN 127
Contig13875 15 0 0 0 11 0 3 0 1 0 -9 0 0.0530973 0 0.0176991 0 0.0579244 0 0.0193081 0 -0.8404572 0 -0.7801219 0 0.0387168 0 0.0033186 0 0.0508475 0 NaN 113
Contig13885 5 0 2 0 1 0 2 0 0 0 -9 0 0.005848 0 0.0116959 0 0.0047847 0 0.0095694 0 1.6329906 0 1.893054 0 0.0307018 0 0.0219298 0 0.5882353 0 NaN 114
Contig13887 4 0 2 0 2 0 0 0 0 0 -9 0 0.0277778 0 0 0 0.030303 0 0 0 -0.7098949 0 0 0 0.0833333 0 0.0694444 0 0.7407407 0 NaN 36
Contig13931 2 0 0 0 1 0 1 0 0 0 -9 0 0.0227273 0 0.0227273 0 0.0247934 0 0.0247934 0 -0.6123711 0 -0.6123711 0 0.0227273 0 0 0 -1e-07 0 NaN 22
Contig139913 3 0 1 0 1 0 1 0 0 0 -9 0 0.0038462 0 0.0038462 0 0.0041958 0 0.0041958 0 -0.6123711 0 -0.6123711 0 0.0153846 0 0.0115385 0 0.631579 0 NaN 130
Contig1400 3 0 1 0 2 0 0 0 0 0 -9 0 0.0307018 0 0 0 0.0287081 0 0 0 0.5915791 0 0 0 0.0460526 0 0.0307018 0 0.5333334 0 NaN 38
Contig1401 2 0 2 0 0 0 0 0 0 0 -9 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0487805 0 0.0487805 0 1 0 NaN 41
Contig14107 2 0 1 0 1 0 0 0 0 0 -9 0 0.0072464 0 0 0 0.0079051 0 0 0 -0.6123711 0 0 0 0.0181159 0 0.0144928 0 0.6956522 0 NaN 69
Contig14115 4 0 0 0 3 0 1 0 0 0 -9 0 0.0110294 0 0.0036765 0 0.0120321 0 0.0040107 0 -0.7544498 0 -0.6123711 0 0.0147059 0 0.0073529 0 0.3636364 0 NaN 136
Contig14210 4 0 1 0 1 0 2 0 0 0 -9 0 0.0069444 0 0.0162037 0 0.0075758 0 0.0151515 0 -0.6123711 0 0.5915791 0 0.0347222 0 0.0231481 0 0.5333334 0 NaN 72
Contig14251 4 0 1 0 2 0 1 0 0 0 -9 0 0.0117845 0 0.0050505 0 0.0110193 0 0.0055096 0 0.5915791 0 -0.6123711 0 0.020202 0 0.0117845 0 0.4444444 0 NaN 99
Contig14279 4 0 1 0 0 0 2 0 1 0 -9 0 0.0086207 0 0.0258621 0 0.0094044 0 0.0282132 0 -0.6123711 0 -0.7544498 0 0.0323276 0 0.0150862 0 0.3333333 0 NaN 58
Contig14308 3 0 2 0 0 0 1 0 0 0 -9 0 0 0 0.0114943 0 0 0 0.0094044 0 0 0 1.6329906 0 0.0431034 0 0.0373563 0 0.7878788 0 NaN 58
Contig14346 3 0 0 0 3 0 0 0 0 0 -9 0 0.0172414 0 0 0 0.0188088 0 0 0 -0.7544498 0 0 0 0.0201149 0 0.0114943 0 0.4324324 0 NaN 87
Contig1443 10 0 1 0 3 0 6 0 0 0 -9 0 0.0168539 0 0.0430712 0 0.0183861 0 0.0367722 0 -0.7544498 0 1.6621366 0 0.0617978 0 0.0318352 0 0.3777778 0 NaN 89
Contig14488 7 0 0 0 1 0 6 0 0 0 -9 0 0.0052083 0 0.03125 0 0.0056818 0 0.0340909 0 -0.6123711 0 -0.8086064 0 0.0182292 0 0 0 1e-07 0 NaN 96
Contig14541 2 0 0 0 0 0 2 0 0 0 -9 0 0 0 0.0188679 0 0 0 0.0205832 0 0 0 -0.7098949 0 0.009434 0 0 0 0 0 NaN 53
Contig14795 2 0 0 0 1 0 1 0 0 0 -9 0 0.0080321 0 0.0060241 0 0.0065717 0 0.0065717 0 1.6329898 0 -0.6123716 0 0.0090361 0 0.002008 0 0.1403509 0 NaN 83
Contig1493 2 0 0 0 1 0 1 0 0 0 -9 0 0.0227273 0 0.0227273 0 0.0247934 0 0.0247934 0 -0.6123711 0 -0.6123711 0 0.0454545 0 0.0227273 0 0.3636364 0 NaN 22
Contig1498 5 0 0 0 5 0 0 0 0 0 -9 0 0.0675676 0 0 0 0.0737101 0 0 0 -0.7968428 0 0 0 0.0472973 0 0.0135135 0 0.1860465 0 NaN 37
Contig15 10 0 1 0 3 0 1 0 5 0 -9 0 0.0380117 0 0.0263158 0 0.0382775 0 0.0287081 0 -0.068672 0 -0.8086072 0 0.0405702 0 0.0084064 0 0.1299435 0 NaN 114
Contig1521 3 0 0 0 2 0 1 0 0 0 -9 0 0.0116667 0 0.005 0 0.0109091 0 0.0054545 0 0.5915791 0 -0.6123711 0 0.015 0 0.0066667 0 0.3137256 0 NaN 100
Contig1538 9 0 0 0 6 0 2 0 1 0 -9 0 0.036859 0 0.0144231 0 0.0367133 0 0.0157343 0 0.0389201 0 -0.7544498 0 0.0360577 0 0.0104167 0 0.1884058 0 NaN 104
Contig15441 17 0 3 0 6 0 7 0 1 0 -9 0 0.0283951 0 0.0358025 0 0.0282828 0 0.0323232 0 0.0389214 0 1.0644257 0 0.0648148 0 0.032716 0 0.3680556 0 NaN 135
Contig1556 5 0 0 0 2 0 3 0 0 0 -9 0 0.0125 0 0.025 0 0.0136364 0 0.0204545 0 -0.7098949 0 2.011867 0 0.025 0 0.00625 0 0.16 0 NaN 80
